nome;uf;cod_tse;cod_ibge
RIBEIR?O DO PINHAL;PR;78158;4121901
RIBEIR?O CLARO;PR;78131;4121802
RESERVA DO IGUA?U;PR;75604;4121752
RESERVA;PR;78115;4121703
RENASCEN?A;PR;78093;4121604
REBOU?AS;PR;78077;4121505
REALEZA;PR;78050;4121406
RANCHO ALEGRE D'OESTE;PR;74721;4121356
RANCHO ALEGRE;PR;78034;4121307
RAMIL?NDIA;PR;74705;4121257
QUITANDINHA;PR;78018;4121208
QUINTA DO SOL;PR;77992;4121109
QUER?NCIA DO NORTE;PR;77976;4121000
QUEDAS DO IGUA?U;PR;79553;4120903
QUATRO PONTES;PR;74683;4120853
QUATRO BARRAS;PR;77950;4120804
QUATIGU?;PR;77933;4120705
QUARTO CENTEN?RIO;PR;75582;4120655
PRUDENT?POLIS;PR;77917;4120606
PRIMEIRO DE MAIO;PR;77895;4120507
PRESIDENTE CASTELO BRANCO;PR;77879;4120408
PRANCHITA;PR;79910;4120358
PRADO FERREIRA;PR;75566;4120333
PORTO VIT?RIA;PR;77852;4120309
PORTO RICO;PR;77836;4120200
PORTO BARREIRO;PR;75540;4120150
PORTO AMAZONAS;PR;77810;4120101
PORECATU;PR;77798;4120002
PONTAL DO PARAN?;PR;75523;4119954
PONTA GROSSA;PR;77771;4119905
PLANALTO;PR;77755;4119806
PLANALTINA DO PARAN?;PR;77739;4119707
PITANGUEIRAS;PR;74667;4119657
PITANGA;PR;77712;4119608
PIRAQUARA;PR;77690;4119509
PIRA? DO SUL;PR;77674;4119400
PINH?O;PR;77658;4119301
PINHAL DE S?O BENTO;PR;74640;4119251
PINHAL?O;PR;77631;4119202
PINHAIS;PR;75043;4119152
PI?N;PR;77615;4119103
P?ROLA D'OESTE;PR;77593;4119004
P?ROLA;PR;79693;4118907
PEROBAL;PR;75507;4118857
PEABIRU;PR;77577;4118808
PAULO FRONTIN;PR;77550;4118709
PAULA FREITAS;PR;77534;4118600
PATO BRANCO;PR;77518;4118501
PATO BRAGADO;PR;74624;4118451
PARANAVA?;PR;77496;4118402
PARANAPOEMA;PR;77470;4118303
PARANAGU?;PR;77453;4118204
PARANACITY;PR;77437;4118105
PARA?SO DO NORTE;PR;77410;4118006
PALOTINA;PR;77399;4117909
PALMITAL;PR;77372;4117800
PALMEIRA;PR;77356;4117701
PALMAS;PR;77330;4117602
PAI?ANDU;PR;77313;4117503
OURO VERDE DO OESTE;PR;74063;4117453
OURIZONA;PR;77291;4117404
ORTIGUEIRA;PR;77275;4117305
NOVO ITACOLOMI;PR;74420;4117297
NOVA TEBAS;PR;75760;4117271
NOVA PRATA DO IGUA?U;PR;79952;4117255
NOVA SANTA ROSA;PR;79790;4117222
NOVA SANTA B?RBARA;PR;74608;4117214
NOVA OL?MPIA;PR;79677;4117206
NOVA LONDRINA;PR;77259;4117107
NOVA LARANJEIRAS;PR;74586;4117057
NOVA F?TIMA;PR;77232;4117008
NOVA ESPERAN?A DO SUDOESTE;PR;75027;4116950
NOVA ESPERAN?A;PR;77216;4116901
NOVA CANTU;PR;77194;4116802
NOVA AURORA;PR;79650;4116703
NOVA AM?RICA DA COLINA;PR;77178;4116604
NOVA ALIAN?A DO IVA?;PR;77151;4116505
NOSSA SENHORA DAS GRA?AS;PR;77135;4116406
MUNHOZ DE MELO;PR;77119;4116307
MORRETES;PR;77097;4116208
MOREIRA SALES;PR;77070;4116109
MISSAL;PR;84697;4116059
MIRASELVA;PR;77054;4116000
MIRADOR;PR;77038;4115903
MERCEDES;PR;74560;4115853
MEDIANEIRA;PR;77011;4115804
MAU? DA SERRA;PR;74543;4115754
MATO RICO;PR;74527;4115739
MATINHOS;PR;79634;4115705
MATEL?NDIA;PR;76996;4115606
MARUMBI;PR;76970;4115507
MARQUINHO;PR;75485;4115457
MARMELEIRO;PR;76953;4115408
MARIP?;PR;74500;4115358
MARI?POLIS;PR;76937;4115309
MARING?;PR;76910;4115200
MARILUZ;PR;76899;4115101
MARILENA;PR;79758;4115002
MARIL?NDIA DO SUL;PR;74330;4114906
MARIALVA;PR;76872;4114807
MARIA HELENA;PR;76856;4114708
MARECHAL C?NDIDO RONDON;PR;76830;4114609
MANOEL RIBAS;PR;76813;4114500
MANGUEIRINHA;PR;75116;4114401
MANFRIN?POLIS;PR;75469;4114351
MANDIRITUBA;PR;76791;4114302
MANDAGUARI;PR;76775;4114203
MANDAGUA?U;PR;76759;4114104
MAMBOR?;PR;76732;4114005
MALLET;PR;76716;4113908
LUPION?POLIS;PR;76694;4113809
LUNARDELLI;PR;84590;4113759
LUIZIANA;PR;75809;4113734
LONDRINA;PR;76678;4113700
LOBATO;PR;76651;4113601
LOANDA;PR;76635;4113502
LINDOESTE;PR;74047;4113452
LIDIAN?POLIS;PR;74489;4113429
LE?POLIS;PR;76619;4113403
LARANJEIRAS DO SUL;PR;76597;4113304
LARANJAL;PR;74985;4113254
LAPA;PR;76570;4113205
KALOR?;PR;76554;4113106
JUSSARA;PR;76538;4113007
JURANDA;PR;84638;4112959
JUNDIA? DO SUL;PR;76511;4112900
JOAQUIM T?VORA;PR;76490;4112801
JESU?TAS;PR;79979;4112751
JATAIZINHO;PR;76473;4112702
JARDIM OLINDA;PR;76457;4112603
JARDIM ALEGRE;PR;76430;4112504
JAPUR?;PR;76414;4112405
JAPIRA;PR;76392;4112306
JANI?POLIS;PR;76376;4112207
JANDAIA DO SUL;PR;76350;4112108
JAGUARIA?VA;PR;76333;4112009
JAGUAPIT?;PR;76317;4111902
JACAREZINHO;PR;76295;4111803
JABOTI;PR;76279;4111704
IVATUBA;PR;76252;4111605
IVAT?;PR;74462;4111555
IVAIPOR?;PR;76236;4111506
IVA?;PR;76210;4111407
ITA?NA DO SUL;PR;76198;4111308
ITAPERU?U;PR;74446;4111258
ITAPEJARA D'OESTE;PR;76171;4111209
ITAMB?;PR;76155;4111100
ITAMBARAC?;PR;76139;4111001
ITAIPUL?NDIA;PR;75000;4110953
ITAGUAJ?;PR;76112;4110904
IRETAMA;PR;76090;4110805
IRATI;PR;76074;4110706
IRACEMA DO OESTE;PR;74403;4110656
IPOR?;PR;76058;4110607
IPIRANGA;PR;76031;4110508
INDIAN?POLIS;PR;79618;4110409
INAJ?;PR;76015;4110300
IN?CIO MARTINS;PR;75990;4110201
IMBITUVA;PR;75973;4110102
IMBA?;PR;75442;4110078
IGUATU;PR;74381;4110052
IGUARA?U;PR;75957;4110003
ICARA?MA;PR;75930;4109906
IBIPOR?;PR;75914;4109807
IBEMA;PR;74020;4109757
IBAITI;PR;75892;4109708
HON?RIO SERPA;PR;74365;4109658
GUARATUBA;PR;75876;4109609
GUARAQUE?ABA;PR;75850;4109500
GUARAPUAVA;PR;75833;4109401
GUARANIA?U;PR;75817;4109302
GUARACI;PR;75795;4109203
GUAPOREMA;PR;75779;4109104
GUAPIRAMA;PR;75752;4109005
GUAMIRANGA;PR;75426;4108957
GUAIRA??;PR;75736;4108908
GUA?RA;PR;75710;4108809
GRANDES RIOS;PR;79596;4108700
GOIOXIM;PR;75388;4108650
GOIOER?;PR;75698;4108601
GODOY MOREIRA;PR;74004;4108551
GENERAL CARNEIRO;PR;75671;4108502
FOZ DO JORD?O;PR;75361;4108452
FRANCISCO BELTR?O;PR;75655;4108403
FRANCISCO ALVES;PR;79774;4108320
FOZ DO IGUA?U;PR;75639;4108304
FORMOSA DO OESTE;PR;75612;4108205
FL?RIDA;PR;75590;4108106
FLOREST?POLIS;PR;75574;4108007
FLORESTA;PR;75558;4107900
FLOR DA SERRA DO SUL;PR;74349;4107850
FLORA?;PR;75531;4107801
FIGUEIRA;PR;84573;4107751
FERNANDES PINHEIRO;PR;75345;4107736
F?NIX;PR;75515;4107702
FAZENDA RIO GRANDE;PR;74322;4107652
FAXINAL;PR;75493;4107603
FAROL;PR;74306;4107553
ESPIG?O ALTO DO IGUA?U;PR;75329;4107546
ENTRE RIOS DO OESTE;PR;74284;4107538
ESPERAN?A NOVA;PR;75302;4107520
ENGENHEIRO BELTR?O;PR;75477;4107504
EN?AS MARQUES;PR;75450;4107405
DOUTOR CAMARGO;PR;75434;4107306
DOURADINA;PR;84654;4107256
DOIS VIZINHOS;PR;75418;4107207
DIAMANTE D'OESTE;PR;75400;4107157
DIAMANTE DO SUL;PR;74268;4107124
DIAMANTE DO NORTE;PR;75396;4107108
CURI?VA;PR;75370;4107009
CURITIBA;PR;75353;4106902
CRUZMALTINA;PR;75264;4106852
CRUZ MACHADO;PR;75337;4106803
CRUZEIRO DO SUL;PR;75310;4106704
CRUZEIRO DO OESTE;PR;75299;4106605
CRUZEIRO DO IGUA?U;PR;74241;4106571
CORUMBATA? DO SUL;PR;75280;4106555
CORONEL VIVIDA;PR;75272;4106506
CORONEL DOMINGOS SOARES;PR;75248;4106456
CORN?LIO PROC?PIO;PR;75256;4106407
CORB?LIA;PR;75230;4106308
CONTENDA;PR;75213;4106209
CONSELHEIRO MAIRINCK;PR;75191;4106100
CONGONHINHAS;PR;75175;4106001
COLORADO;PR;75159;4105904
COLOMBO;PR;75132;4105805
CLEVEL?NDIA;PR;75094;4105706
CIDADE GA?CHA;PR;75078;4105607
CIANORTE;PR;75051;4105508
CHOPINZINHO;PR;75035;4105409
C?U AZUL;PR;79570;4105300
CERRO AZUL;PR;75019;4105201
CENTEN?RIO DO SUL;PR;74993;4105102
CATANDUVAS;PR;74977;4105003
CASTRO;PR;74950;4104907
CASCAVEL;PR;74934;4104808
CARL?POLIS;PR;74918;4104709
CARAMBE?;PR;75221;4104659
CAPIT?O LE?NIDAS MARQUES;PR;74896;4104600
CAPANEMA;PR;74870;4104501
CANTAGALO;PR;84514;4104451
CAND?I;PR;74225;4104428
C?NDIDO DE ABREU;PR;74853;4104402
CAMPO MOUR?O;PR;74837;4104303
CAMPO MAGRO;PR;75205;4104253
CAMPO LARGO;PR;74810;4104204
CAMPO DO TENENTE;PR;74799;4104105
CAMPO BONITO;PR;74780;4104055
CAMPINA GRANDE DO SUL;PR;74772;4104006
CAMPINA DO SIM?O;PR;75183;4103958
CAMPINA DA LAGOA;PR;74756;4103909
CAMBIRA;PR;74730;4103800
CAMB?;PR;74713;4103701
CAMBAR?;PR;74691;4103602
CALIF?RNIA;PR;74675;4103503
CAFEZAL DO SUL;PR;74209;4103479
CAFEL?NDIA;PR;79855;4103453
CAFEARA;PR;74659;4103404
BRASIL?NDIA DO SUL;PR;74187;4103370
BRAGANEY;PR;79839;4103354
BORRAZ?POLIS;PR;74632;4103305
BOM SUCESSO DO SUL;PR;74160;4103222
BOM SUCESSO;PR;74616;4103206
BOM JESUS DO SUL;PR;75167;4103156
BOCAI?VA DO SUL;PR;74594;4103107
BOA VISTA DA APARECIDA;PR;79812;4103057
BOA VENTURA DE S?O ROQUE;PR;75140;4103040
BOA ESPERAN?A DO IGUA?U;PR;74144;4103024
BOA ESPERAN?A;PR;74578;4103008
BITURUNA;PR;74551;4102901
BELA VISTA DO PARA?SO;PR;74535;4102802
BELA VISTA DA CAROBA;PR;75124;4102752
BARRA DO JACAR?;PR;74519;4102703
BARRAC?O;PR;74497;4102604
BARBOSA FERRAZ;PR;74470;4102505
BANDEIRANTES;PR;74454;4102406
BALSA NOVA;PR;74438;4102307
ATALAIA;PR;74411;4102208
ASTORGA;PR;74390;4102109
ASSIS CHATEAUBRIAND;PR;79537;4102000
ASSA?;PR;74373;4101903
ARIRANHA DO IVA?;PR;75086;4101853
ARAUC?RIA;PR;74357;4101804
ARARUNA;PR;74314;4101705
ARAPU?;PR;75108;4101655
ARAPOTI;PR;74292;4101606
ARAPONGAS;PR;74276;4101507
APUCARANA;PR;74250;4101408
ANTONIO OLINTO;PR;74233;4101309
ANTONINA;PR;74217;4101200
?NGULO;PR;74128;4101150
ANDIR?;PR;74195;4101101
ANAHY;PR;74101;4101051
AMP?RE;PR;74179;4101002
AMAPOR?;PR;74152;4100905
ALVORADA DO SUL;PR;74136;4100806
ALTO PIQUIRI;PR;74110;4100707
ALTO PARAN?;PR;74098;4100608
ALT?NIA;PR;79510;4100509
ALTAMIRA DO PARAN?;PR;84557;4100459
ALMIRANTE TAMANDAR?;PR;74071;4100400
AGUDOS DO SUL;PR;74055;4100301
ADRIAN?POLIS;PR;74039;4100202
ABATI?;PR;74012;4100103
ESTIVA GERBI;SP;61662;3557303
CHAVANTES;SP;63371;3557204
ZACARIAS;SP;61921;3557154
VOTUPORANGA;SP;72451;3557105
VOTORANTIM;SP;72435;3557006
VIT?RIA BRASIL;SP;62227;3556958
VISTA ALEGRE DO ALTO;SP;72419;3556909
VIRADOURO;SP;72397;3556800
VINHEDO;SP;72370;3556701
VERA CRUZ;SP;72354;3556602
V?RZEA PAULISTA;SP;72338;3556503
VARGEM GRANDE PAULISTA;SP;72737;3556453
VARGEM GRANDE DO SUL;SP;72311;3556404
VARGEM;SP;61549;3556354
VALPARA?SO;SP;72273;3556305
VALINHOS;SP;72257;3556206
VALENTIM GENTIL;SP;72230;3556107
URUP?S;SP;72214;3556008
URU;SP;72192;3555901
UR?NIA;SP;72176;3555802
UNI?O PAULISTA;SP;72150;3555703
UCHOA;SP;72133;3555604
UBIRAJARA;SP;72117;3555505
UBATUBA;SP;72095;3555406
UBARANA;SP;61468;3555356
TURMALINA;SP;72079;3555307
TURI?BA;SP;72052;3555208
TUPI PAULISTA;SP;72036;3555109
TUP?;SP;72010;3555000
TUIUTI;SP;61620;3554953
TR?S FRONTEIRAS;SP;71994;3554904
TREMEMB?;SP;71978;3554805
TRABIJU;SP;62448;3554755
TORRINHA;SP;71951;3554706
TORRE DE PEDRA;SP;62049;3554656
TIMBURI;SP;71935;3554607
TIET?;SP;71919;3554508
TERRA ROXA;SP;71897;3554409
TEODORO SAMPAIO;SP;71870;3554300
TEJUP?;SP;71854;3554201
TAUBAT?;SP;71838;3554102
TATU?;SP;71811;3554003
TARUM?;SP;61042;3553955
TARABAI;SP;71790;3553906
TAQUARIVA?;SP;61840;3553856
TAQUARITUBA;SP;71773;3553807
TAQUARITINGA;SP;71757;3553708
TAQUARAL;SP;62260;3553658
TAPIRATIBA;SP;71730;3553609
TAPIRA?;SP;71714;3553500
TANABI;SP;71692;3553401
TAMBA?;SP;71676;3553302
TAI?VA;SP;71650;3553203
TAIA?U;SP;71633;3553104
TAGUA?;SP;71617;3553005
TACIBA;SP;71595;3552908
TABO?O DA SERRA;SP;71579;3552809
TABATINGA;SP;71552;3552700
TABAPU?;SP;71536;3552601
SUZAN?POLIS;SP;61301;3552551
SUZANO;SP;71510;3552502
SUMAR?;SP;71498;3552403
SUD MENNUCCI;SP;71471;3552304
SOROCABA;SP;71455;3552205
SOCORRO;SP;71439;3552106
SILVEIRAS;SP;71412;3552007
SEVER?NIA;SP;71390;3551900
SETE BARRAS;SP;71374;3551801
SERT?OZINHO;SP;71358;3551702
SERRA NEGRA;SP;71331;3551603
SERRANA;SP;71315;3551504
SERRA AZUL;SP;71293;3551405
SEBASTIAN?POLIS DO SUL;SP;71277;3551306
SARUTAI?;SP;71250;3551207
SARAPU?;SP;71234;3551108
S?O VICENTE;SP;71218;3551009
S?O SIM?O;SP;71196;3550902
S?O SEBASTI?O DA GRAMA;SP;71170;3550803
S?O SEBASTI?O;SP;71153;3550704
S?O ROQUE;SP;71137;3550605
S?O PEDRO DO TURVO;SP;71110;3550506
S?O PEDRO;SP;71099;3550407
S?O PAULO;SP;71072;3550308
S?O MIGUEL ARCANJO;SP;71056;3550209
S?O MANUEL;SP;71030;3550100
S?O LU?S DO PARAITINGA;SP;71013;3550001
S?O LOUREN?O DA SERRA;SP;61905;3549953
S?O JOS? DOS CAMPOS;SP;70998;3549904
S?O JOS? DO RIO PRETO;SP;70971;3549805
S?O JOS? DO RIO PARDO;SP;70955;3549706
S?O JOS? DO BARREIRO;SP;70939;3549607
S?O JOS? DA BELA VISTA;SP;70912;3549508
S?O JOAQUIM DA BARRA;SP;70890;3549409
S?O JO?O DO PAU D'ALHO;SP;70874;3549300
S?O JO?O DE IRACEMA;SP;61883;3549250
S?O JO?O DAS DUAS PONTES;SP;70858;3549201
S?O JO?O DA BOA VISTA;SP;70831;3549102
S?O FRANCISCO;SP;70815;3549003
S?O CARLOS;SP;70793;3548906
S?O CAETANO DO SUL;SP;70777;3548807
S?O BERNARDO DO CAMPO;SP;70750;3548708
S?O BENTO DO SAPUCA?;SP;70734;3548609
SANTOS;SP;70718;3548500
SANT?POLIS DO AGUAPE?;SP;70696;3548401
SANTO EXPEDITO;SP;70670;3548302
SANTO ANT?NIO DO PINHAL;SP;70653;3548203
SANTO ANT?NIO DO JARDIM;SP;70637;3548104
SANTO ANT?NIO DO ARACANGU?;SP;61328;3548054
SANTO ANT?NIO DE POSSE;SP;70610;3548005
SANTO ANT?NIO DA ALEGRIA;SP;70599;3547908
SANTO ANDR?;SP;70572;3547809
SANTO ANAST?CIO;SP;70556;3547700
SANTA SALETE;SP;62200;3547650
SANTA ROSA DE VITERBO;SP;70530;3547601
SANTA RITA DO PASSA QUATRO;SP;70513;3547502
SANTA RITA D'OESTE;SP;70491;3547403
SANTANA DE PARNA?BA;SP;70475;3547304
SANTANA DA PONTE PENSA;SP;70459;3547205
SANTA MERCEDES;SP;70432;3547106
SANTA MARIA DA SERRA;SP;70416;3547007
SANTA L?CIA;SP;70394;3546900
SANTA ISABEL;SP;70378;3546801
SANTA GERTRUDES;SP;70351;3546702
SANTA F? DO SUL;SP;70335;3546603
SANTA ERNESTINA;SP;70319;3546504
SANTA CRUZ DO RIO PARDO;SP;70297;3546405
SANTA CRUZ DAS PALMEIRAS;SP;70270;3546306
SANTA CRUZ DA ESPERAN?A;SP;62189;3546256
SANTA CRUZ DA CONCEI??O;SP;70254;3546207
SANTA CLARA D'OESTE;SP;70238;3546108
SANTA BRANCA;SP;70211;3546009
SANTA B?RBARA D'OESTE;SP;70173;3545803
SANTA ALBERTINA;SP;70157;3545704
SANTA AD?LIA;SP;70130;3545605
SANDOVALINA;SP;70114;3545506
SALTO GRANDE;SP;70092;3545407
SALTO DE PIRAPORA;SP;70076;3545308
SALTO;SP;70050;3545209
SALTINHO;SP;61441;3545159
SALMOUR?O;SP;70033;3545100
SALES?POLIS;SP;70017;3545001
SALES OLIVEIRA;SP;69990;3544905
SALES;SP;69973;3544806
SAGRES;SP;69957;3544707
SABINO;SP;69930;3544608
RUBIN?IA;SP;69914;3544509
RUBI?CEA;SP;69892;3544400
ROSEIRA;SP;69876;3544301
ROSANA;SP;61166;3544251
RIOL?NDIA;SP;69850;3544202
RIO GRANDE DA SERRA;SP;69833;3544103
RIO DAS PEDRAS;SP;69817;3544004
RIO CLARO;SP;69795;3543907
RIN?POLIS;SP;69779;3543808
RINC?O;SP;69752;3543709
RIFAINA;SP;69736;3543600
RIVERSUL;SP;69710;3543501
RIBEIR?O PRETO;SP;69698;3543402
RIBEIR?O PIRES;SP;69671;3543303
RIBEIR?O GRANDE;SP;61700;3543253
RIBEIR?O DOS ?NDIOS;SP;62421;3543238
RIBEIR?O DO SUL;SP;69655;3543204
RIBEIR?O CORRENTE;SP;69639;3543105
RIBEIR?O BRANCO;SP;69612;3543006
RIBEIR?O BONITO;SP;69590;3542909
RIBEIRA;SP;69574;3542800
RESTINGA;SP;69558;3542701
REGISTRO;SP;69531;3542602
REGIN?POLIS;SP;69515;3542503
REGENTE FEIJ?;SP;69493;3542404
REDEN??O DA SERRA;SP;69477;3542305
RANCHARIA;SP;69450;3542206
RAFARD;SP;69434;3542107
QUINTANA;SP;69418;3542008
QUELUZ;SP;69396;3541901
QUEIROZ;SP;69370;3541802
QUAT?;SP;69353;3541703
QUADRA;SP;62162;3541653
PROMISS?O;SP;69337;3541604
PRESIDENTE VENCESLAU;SP;69310;3541505
PRESIDENTE PRUDENTE;SP;69299;3541406
PRESIDENTE EPIT?CIO;SP;69272;3541307
PRESIDENTE BERNARDES;SP;69256;3541208
PRESIDENTE ALVES;SP;69230;3541109
PRAT?NIA;SP;62146;3541059
PRAIA GRANDE;SP;69213;3541000
PRAD?POLIS;SP;69191;3540903
PRACINHA;SP;62120;3540853
POTIRENDABA;SP;69175;3540804
POTIM;SP;61565;3540754
PORTO FERREIRA;SP;69159;3540705
PORTO FELIZ;SP;69132;3540606
PORANGABA;SP;69116;3540507
POPULINA;SP;69094;3540408
PONTES GESTAL;SP;69078;3540309
PONTALINDA;SP;61808;3540259
PONTAL;SP;69051;3540200
PONGA?;SP;69035;3540101
POMP?IA;SP;69019;3540002
POLONI;SP;68993;3539905
PO?;SP;68977;3539806
PLATINA;SP;68950;3539707
PLANALTO;SP;68934;3539608
PITANGUEIRAS;SP;68918;3539509
PIRATININGA;SP;68896;3539400
PIRASSUNUNGA;SP;68870;3539301
PIRAPOZINHO;SP;68853;3539202
PIRAPORA DO BOM JESUS;SP;68837;3539103
PIRANGI;SP;68810;3539004
PIRAJU?;SP;68799;3538907
PIRAJU;SP;68772;3538808
PIRACICABA;SP;68756;3538709
PIRACAIA;SP;68730;3538600
PIQUETE;SP;68713;3538501
PIQUEROBI;SP;68691;3538303
PINHALZINHO;SP;68675;3538204
PINDORAMA;SP;68632;3538105
PINDAMONHANGABA;SP;68616;3538006
PILAR DO SUL;SP;68594;3537909
PIEDADE;SP;68578;3537800
PIACATU;SP;68551;3537701
PERU?BE;SP;68535;3537602
PEREIRAS;SP;68519;3537503
PEREIRA BARRETO;SP;68497;3537404
PEN?POLIS;SP;68470;3537305
PEDRO DE TOLEDO;SP;68454;3537206
PEDRINHAS PAULISTA;SP;61247;3537156
PEDREIRA;SP;68438;3537107
PEDREGULHO;SP;68411;3537008
PEDRAN?POLIS;SP;68390;3536901
PEDRA BELA;SP;68373;3536802
PEDERNEIRAS;SP;68357;3536703
PAULO DE FARIA;SP;68330;3536604
PAULIST?NIA;SP;62405;3536570
PAUL?NIA;SP;68314;3536505
PAULIC?IA;SP;68292;3536406
PATROC?NIO PAULISTA;SP;68276;3536307
PARISI;SP;61824;3536257
PARIQUERA-A?U;SP;68250;3536208
PARDINHO;SP;68233;3536109
PARAPU?;SP;68217;3536000
PARANAPU?;SP;68195;3535903
PARANAPANEMA;SP;68179;3535804
PARA?SO;SP;68152;3535705
PARAIBUNA;SP;68136;3535606
PARAGUA?U PAULISTA;SP;68110;3535507
PANORAMA;SP;68098;3535408
PALMITAL;SP;68071;3535309
PALMEIRA D'OESTE;SP;68055;3535200
PALMARES PAULISTA;SP;68039;3535101
PALESTINA;SP;68012;3535002
PACAEMBU;SP;67997;3534906
OURO VERDE;SP;67970;3534807
OUROESTE;SP;62383;3534757
OURINHOS;SP;67954;3534708
OSVALDO CRUZ;SP;67938;3534609
OSCAR BRESSANE;SP;67911;3534500
OSASCO;SP;67890;3534401
ORL?NDIA;SP;67873;3534302
ORINDI?VA;SP;67857;3534203
ORIENTE;SP;67830;3534104
ONDA VERDE;SP;67814;3534005
OL?MPIA;SP;67792;3533908
?LEO;SP;67776;3533809
OCAU?U;SP;67750;3533700
NUPORANGA;SP;67733;3533601
NOVO HORIZONTE;SP;67717;3533502
NOVA ODESSA;SP;67695;3533403
NOVA LUZIT?NIA;SP;67679;3533304
NOVAIS;SP;61409;3533254
NOVA INDEPEND?NCIA;SP;67652;3533205
NOVA GUATAPORANGA;SP;67636;3533106
NOVA GRANADA;SP;67610;3533007
NOVA EUROPA;SP;67598;3532900
NOVA CASTILHO;SP;62367;3532868
NOVA CANA? PAULISTA;SP;61425;3532843
NOVA CAMPINA;SP;61980;3532827
NOVA ALIAN?A;SP;67571;3532801
NIPO?;SP;67555;3532702
NHANDEARA;SP;67539;3532603
NEVES PAULISTA;SP;67512;3532504
NAZAR? PAULISTA;SP;67490;3532405
NATIVIDADE DA SERRA;SP;67474;3532306
NARANDIBA;SP;67458;3532207
NANTES;SP;62340;3532157
MURUTINGA DO SUL;SP;67431;3532108
MOTUCA;SP;61069;3532058
MORUNGABA;SP;67415;3532009
MORRO AGUDO;SP;67393;3531902
MONTE MOR;SP;67377;3531803
MONTEIRO LOBATO;SP;67350;3531704
MONTE CASTELO;SP;67334;3531605
MONTE AZUL PAULISTA;SP;67318;3531506
MONTE APRAZ?VEL;SP;67296;3531407
MONTE ALTO;SP;67270;3531308
MONTE ALEGRE DO SUL;SP;67253;3531209
MONGAGU?;SP;67237;3531100
MON??ES;SP;67210;3531001
MOMBUCA;SP;67199;3530904
MOGI MIRIM;SP;67172;3530805
MOGI GUA?U;SP;67156;3530706
MOGI DAS CRUZES;SP;67130;3530607
MOCOCA;SP;67113;3530508
MIRASSOL?NDIA;SP;67091;3530409
MIRASSOL;SP;67075;3530300
MIRANTE DO PARANAPANEMA;SP;67059;3530201
MIRAND?POLIS;SP;67032;3530102
MIRA ESTRELA;SP;67016;3530003
MIRACATU;SP;66990;3529906
MINEIROS DO TIET?;SP;66974;3529807
MIGUEL?POLIS;SP;66958;3529708
MES?POLIS;SP;61964;3529658
MERIDIANO;SP;66931;3529609
MENDON?A;SP;66915;3529500
MAU?;SP;66893;3529401
MAT?O;SP;66877;3529302
MARTIN?POLIS;SP;66850;3529203
MARIN?POLIS;SP;66834;3529104
MAR?LIA;SP;66818;3529005
MARI?POLIS;SP;66796;3528908
MARAPOAMA;SP;61867;3528858
MARACA?;SP;66770;3528809
MARAB? PAULISTA;SP;66753;3528700
MANDURI;SP;66737;3528601
MAIRIPOR?;SP;66710;3528502
MAIRINQUE;SP;66699;3528403
MAGDA;SP;66672;3528304
MACED?NIA;SP;66656;3528205
MACAUBAL;SP;66630;3528106
MACATUBA;SP;66613;3528007
LUT?CIA;SP;66591;3527900
LUP?RCIO;SP;66575;3527801
LUIZI?NIA;SP;66559;3527702
LU?S ANT?NIO;SP;66532;3527603
LUCIAN?POLIS;SP;66516;3527504
LUC?LIA;SP;66494;3527405
LOUVEIRA;SP;66478;3527306
LOURDES;SP;62022;3527256
LORENA;SP;66451;3527207
LINS;SP;66435;3527108
LIND?IA;SP;66419;3527009
LIMEIRA;SP;66397;3526902
LEN??IS PAULISTA;SP;66370;3526803
LEME;SP;66354;3526704
LAVRINHAS;SP;66338;3526605
LAV?NIA;SP;66311;3526506
LARANJAL PAULISTA;SP;66290;3526407
LAGOINHA;SP;66273;3526308
JUQUITIBA;SP;66257;3526209
JUQUI?;SP;66230;3526100
JUNQUEIR?POLIS;SP;66214;3526001
JUNDIA?;SP;66192;3525904
JUMIRIM;SP;62324;3525854
J?LIO MESQUITA;SP;66176;3525805
JOS? BONIF?CIO;SP;66150;3525706
JO?O RAMALHO;SP;66133;3525607
JOAN?POLIS;SP;66117;3525508
JERIQUARA;SP;66095;3525409
JA?;SP;66079;3525300
JARINU;SP;66052;3525201
JARDIN?POLIS;SP;66036;3525102
JANDIRA;SP;66010;3525003
JAMBEIRO;SP;65994;3524907
JALES;SP;65978;3524808
JAGUARI?NA;SP;65951;3524709
JACUPIRANGA;SP;65935;3524600
JACI;SP;65919;3524501
JACARE?;SP;65897;3524402
JABOTICABAL;SP;65870;3524303
JABORANDI;SP;65854;3524204
ITUVERAVA;SP;65838;3524105
ITUPEVA;SP;65811;3524006
ITU;SP;65790;3523909
ITOBI;SP;65773;3523800
ITIRAPU?;SP;65757;3523701
ITIRAPINA;SP;65730;3523602
ITATINGA;SP;65714;3523503
ITATIBA;SP;65692;3523404
ITARIRI;SP;65676;3523305
ITARAR?;SP;65650;3523206
ITAQUAQUECETUBA;SP;65633;3523107
ITAPURA;SP;65617;3523008
ITAPU?;SP;65595;3522901
ITAPORANGA;SP;65579;3522802
IT?POLIS;SP;65552;3522703
ITAPIRAPU? PAULISTA;SP;61948;3522653
ITAPIRA;SP;65536;3522604
ITAPEVI;SP;65510;3522505
ITAPEVA;SP;65498;3522406
ITAPETININGA;SP;65471;3522307
ITAPECERICA DA SERRA;SP;65455;3522208
