ibge7,cod_ibge,municipio,uf,lon,lat,regiao_metro,capital
2510006,251000,NAZAREZINHO,PB,-38.3376483,-6.9346052,RM de Sousa,NA
2510105,251010,NOVA FLORESTA,PB,-36.2040497,-6.4554493,RM de Barra de Santa Rosa,NA
2510204,251020,NOVA OLINDA,PB,-38.0102284,-7.4850299,RM do Vale do Piancó,NA
2510303,251030,NOVA PALMEIRA,PB,-36.4147889,-6.6852341,RM de Barra de Santa Rosa,NA
2510402,251040,'OLHO D''AGUA',PB,-37.7662816,-7.2527965,NA,NA
2510501,251050,OLIVEDOS,PB,-36.241388,-6.9853365,NA,NA
2510600,251060,OURO VELHO,PB,-37.1472998,-7.6160295,NA,NA
2510659,251065,PARARI,PB,-36.6741487,-7.3036997,NA,NA
2510709,251070,PASSAGEM,PB,-37.0475161,-7.1371102,RM Patos,NA
2510808,251080,PATOS,PB,-37.2544065,-7.018325,RM Patos,NA
2510907,251090,PAULISTA,PB,-37.6236454,-6.5971555,NA,NA
2511004,251100,PEDRA BRANCA,PB,-38.0843008,-7.4510377,NA,NA
2511103,251110,PEDRA LAVRADA,PB,-36.4147889,-6.7918297,NA,NA
2511202,251120,PEDRAS DE FOGO,PB,-35.1117491,-7.4009253,RM João Pessoa,NA
2511301,251130,PIANCO,PB,-37.9228255,-7.1957199,RM do Vale do Piancó,NA
2511400,251140,PICUI,PB,-36.3064595,-6.4639272,RM de Barra de Santa Rosa,NA
2511509,251150,PILAR,PB,-35.2697802,-7.2787651,RM de Itabaiana,NA
2511608,251160,PILOES,PB,-35.5986093,-6.8887883,RM Guarabira,NA
2511707,251170,PILOEZINHOS,PB,-35.5548422,-6.8565652,RM Guarabira,NA
2511806,251180,PIRPIRITUBA,PB,-35.489147,-6.7902365,RM Guarabira,NA
2511905,251190,PITIMBU,PB,-34.8403408,-7.3989338,RM João Pessoa,NA
2512002,251200,POCINHOS,PB,-36.1328132,-7.0486729,RM de Esperança,NA
2512036,251203,POCO DANTAS,PB,-38.5165234,-6.3721389,RM de Cajazeiras,NA
2512077,251207,POCO DE JOSE DE MOURA,PB,-38.5060147,-6.6061644,RM de Cajazeiras,NA
2512101,251210,POMBAL,PB,-37.7973839,-6.7708458,NA,NA
2512200,251220,PRATA,PB,-37.1044125,-7.6920084,NA,NA
2512309,251230,PRINCESA ISABEL,PB,-37.9996401,-7.6367204,NA,NA
2512408,251240,PUXINANA,PB,-35.9623967,-7.1467658,RM Campina Grande,NA
2512507,251250,QUEIMADAS,PB,-35.9023681,-7.3637571,RM Campina Grande,NA
2512606,251260,QUIXABA,PB,-37.1044125,-7.0498661,RM Patos,NA
2512705,251270,REMIGIO,PB,-35.7938041,-6.9671437,RM de Esperança,NA
2512721,251272,PEDRO REGIS,PB,-35.2917432,-6.6628862,RM do Vale do Mamanguape,NA
2512747,251274,RIACHAO,PB,-35.6423527,-6.5448398,RM de Araruna,NA
2512754,251275,RIACHAO DO BACAMARTE,PB,-35.6642155,-7.2435329,RM de Itabaiana,NA
2512762,251276,RIACHAO DO POCO,PB,-35.2917432,-7.1498568,NA,NA
2512788,251278,RIACHO DE SANTO ANTONIO,PB,-36.1436776,-7.6875341,NA,NA
2512804,251280,RIACHO DOS CAVALOS,PB,-37.6173695,-6.4764364,NA,NA
2512903,251290,RIO TINTO,PB,-35.077998,-6.8041369,RM João Pessoa,NA
2513000,251300,SALGADINHO,PB,-36.8461095,-7.1013913,RM Patos,NA
2513109,251310,SALGADO DE SAO FELIX,PB,-35.4401442,-7.3555209,RM de Itabaiana,NA
2513158,251315,SANTA CECILIA,PB,-35.9369952,-7.7347588,RM Campina Grande,NA
2513208,251320,SANTA CRUZ,PB,-38.0843008,-6.5400051,RM de Sousa,NA
2513307,251330,SANTA HELENA,PB,-38.5900375,-6.7369967,RM de Cajazeiras,NA
2513356,251335,SANTA INES,PB,-38.5900375,-7.6812888,RM do Vale do Piancó,NA
2513406,251340,SANTA LUZIA,PB,-36.9213101,-6.8717978,RM Patos,NA
2513505,251350,SANTANA DE MANGUEIRA,PB,-38.3341378,-7.5515043,RM do Vale do Piancó,NA
2513604,251360,SANTANA DOS GARROTES,PB,-37.9360755,-7.3775052,RM do Vale do Piancó,NA
2513653,251365,JOCA CLAUDINO,PB,-38.4795129,-6.4835644,RM de Cajazeiras,NA
2513703,251370,SANTA RITA,PB,-34.9662353,-7.135868,RM João Pessoa,NA
2513802,251380,SANTA TERESINHA,PB,-37.4254444,-7.073185,RM Patos,NA
2513851,251385,SANTO ANDRE,PB,-36.6309842,-7.2361557,NA,NA
2513901,251390,SAO BENTO,PB,-37.4504265,-6.4913536,NA,NA
2513927,251392,SAO BENTINHO,PB,-37.7277546,-6.8898627,NA,NA
2513943,251394,SAO DOMINGOS DO CARIRI,PB,-36.4147889,-7.5799642,NA,NA
2513968,251396,SAO DOMINGOS,PB,-37.9572703,-6.7954092,NA,NA
2513984,251398,SAO FRANCISCO,PB,-38.0949051,-6.618657,RM de Sousa,NA
2514008,251400,SAO JOAO DO CARIRI,PB,-36.4797126,-7.4476659,NA,NA
2514107,251410,SAO JOAO DO TIGRE,PB,-36.8250274,-8.063015,NA,NA
2514206,251420,SAO JOSE DA LAGOA TAPADA,PB,-38.1054495,-6.939055,RM de Sousa,NA
2514305,251430,SAO JOSE DE CAIANA,PB,-38.3376483,-7.2847446,RM do Vale do Piancó,NA
2514404,251440,SAO JOSE DE ESPINHARAS,PB,-37.3827234,-6.8301144,RM Patos,NA
2514453,251445,SAO JOSE DOS RAMOS,PB,-35.3246769,-7.2466641,RM de Itabaiana,NA
2514503,251450,SAO JOSE DE PIRANHAS,PB,-38.4993817,-7.1191546,RM de Cajazeiras,NA
2514552,251455,SAO JOSE DE PRINCESA,PB,-38.0948759,-7.7067137,NA,NA
2514602,251460,SAO JOSE DO BONFIM,PB,-37.2758086,-7.1403169,RM Patos,NA
2514651,251465,SAO JOSE DO BREJO DO CRUZ,PB,-37.3399768,-6.2384166,NA,NA
2514701,251470,SAO JOSE DO SABUGI,PB,-36.8034921,-6.8288354,RM Patos,NA
2514800,251480,SAO JOSE DOS CORDEIROS,PB,-36.8465564,-7.4305543,NA,NA
2514909,251490,SAO MAMEDE,PB,-37.0829593,-6.8924275,RM Patos,NA
2515005,251500,SAO MIGUEL DE TAIPU,PB,-35.2095063,-7.2504182,RM de Itabaiana,NA
2515104,251510,SAO SEBASTIAO DE LAGOA DE ROCA,PB,-35.8498078,-7.0917376,RM de Esperança,NA
2515203,251520,SAO SEBASTIAO DO UMBUZEIRO,PB,-37.0185617,-8.1694326,NA,NA
2515302,251530,SAPE,PB,-35.2304184,-7.0966125,NA,NA
2515401,251540,SAO VICENTE DO SERIDO,PB,-36.4580775,-6.8948284,NA,NA
2515500,251550,SERRA BRANCA,PB,-36.6639815,-7.4828261,NA,NA
2515609,251560,SERRA DA RAIZ,PB,-35.4508003,-6.7081604,RM Guarabira,NA
2515708,251570,SERRA GRANDE,PB,-38.3692495,-7.2201875,RM do Vale do Piancó,NA
2515807,251580,SERRA REDONDA,PB,-35.6642155,-7.1712766,RM Campina Grande,NA
2515906,251590,SERRARIA,PB,-35.6423527,-6.8311955,RM Guarabira,NA
2515930,251593,SERTAOZINHO,PB,-35.4233987,-6.7418384,RM Guarabira,NA
2515971,251597,SOBRADO,PB,-35.2478112,-7.1718234,NA,NA
2516003,251600,SOLANEA,PB,-35.6595757,-6.758019,RM Guarabira,NA
2516102,251610,SOLEDADE,PB,-36.3931354,-7.09696,NA,NA
2516151,251615,SOSSEGO,PB,-36.1979764,-6.703678,RM de Barra de Santa Rosa,NA
2516201,251620,SOUSA,PB,-38.2314566,-6.7519382,RM de Sousa,NA
2516300,251630,SUME,PB,-36.8790629,-7.6703951,NA,NA
2516409,251640,TACIMA,PB,-35.5000999,-6.5474307,RM de Araruna,NA
2516508,251650,TAPEROA,PB,-36.8250274,-7.2002456,NA,NA
2516607,251660,TAVARES,PB,-37.8790372,-7.6367109,NA,NA
2516706,251670,TEIXEIRA,PB,-37.2523026,-7.2212062,RM Patos,NA
2516755,251675,TENORIO,PB,-36.6283833,-6.9405449,NA,NA
2516805,251680,TRIUNFO,PB,-38.5900375,-6.5985177,RM de Cajazeiras,NA
2516904,251690,UIRAUNA,PB,-38.4129524,-6.5212442,RM de Cajazeiras,NA
2517001,251700,UMBUZEIRO,PB,-35.6653849,-7.6963806,RM Campina Grande,NA
2517100,251710,VARZEA,PB,-37.0185617,-6.7744576,RM Patos,NA
2517209,251720,VIEIROPOLIS,PB,-38.2773553,-6.5443328,RM de Sousa,NA
2517407,251740,ZABELE,PB,-37.1044125,-8.0880265,NA,NA
2600054,260005,ABREU E LIMA,PE,-34.8987086,-7.9011493,RM Recife,NA
2600104,260010,AFOGADOS DA INGAZEIRA,PE,-37.6346628,-7.7480174,NA,NA
2600203,260020,AFRANIO,PE,-40.9990597,-8.6439608,NA,NA
2600302,260030,AGRESTINA,PE,-35.9444805,-8.4555101,NA,NA
2600401,260040,AGUA PRETA,PE,-35.5216057,-8.7081806,NA,NA
2600500,260050,AGUAS BELAS,PE,-37.119659,-9.113585,NA,NA
2600609,260060,ALAGOINHA,PE,-36.7604027,-8.4880247,NA,NA
2600708,260070,ALIANCA,PE,-35.1928634,-7.5863316,NA,NA
2600807,260080,ALTINHO,PE,-36.0597471,-8.488022,NA,NA
2600906,260090,AMARAJI,PE,-35.4551341,-8.3748772,NA,NA
2601003,260100,ANGELIM,PE,-36.2847751,-8.9078117,NA,NA
2601052,260105,ARACOIABA,PE,-35.0924653,-7.7889601,RM Recife,NA
2601102,260110,ARARIPINA,PE,-40.4976324,-7.57656,NA,NA
2601201,260120,ARCOVERDE,PE,-37.0585002,-8.4176713,NA,NA
2601300,260130,BARRA DE GUABIRABA,PE,-35.6314191,-8.424721,NA,NA
2601409,260140,BARREIROS,PE,-35.1937281,-8.814697,NA,NA
2601508,260150,BELEM DE MARIA,PE,-35.8170876,-8.5989633,NA,NA
2601607,260160,BELEM DO SAO FRANCISCO,PE,-38.9626058,-8.750873,NA,NA
2601706,260170,BELO JARDIM,PE,-36.4235973,-8.3357786,NA,NA
2601805,260180,BETANIA,PE,-38.0631455,-8.3258061,NA,NA
2601904,260190,BEZERROS,PE,-35.784354,-8.1698845,NA,NA
2602001,260200,BODOCO,PE,-40.0222864,-7.6486689,NA,NA
2602100,260210,BOM CONSELHO,PE,-36.685117,-9.1699342,NA,NA
2602209,260220,BOM JARDIM,PE,-35.5876697,-7.8049078,NA,NA
2602308,260230,BONITO,PE,-35.7188463,-8.4893879,NA,NA
2602407,260240,BREJAO,PE,-36.5445805,-9.0259522,NA,NA
2602506,260250,BREJINHO,PE,-37.3292861,-7.3394239,NA,NA
2602605,260260,BREJO DA MADRE DE DEUS,PE,-36.371496,-8.1405443,NA,NA
2602704,260270,BUENOS AIRES,PE,-35.3273493,-7.7206306,NA,NA
2602803,260280,BUIQUE,PE,-37.0829593,-8.6165115,NA,NA
2602902,260290,CABO DE SANTO AGOSTINHO,PE,-35.0304219,-8.2794398,RM Recife,NA
2603009,260300,CABROBO,PE,-39.3103634,-8.5081255,NA,NA
2603108,260310,CACHOEIRINHA,PE,-36.2374768,-8.4892195,NA,NA
2603207,260320,CAETES,PE,-36.6741487,-8.7904124,NA,NA
2603306,260330,CALCADO,PE,-36.3172993,-8.7474673,NA,NA
2603405,260340,CALUMBI,PE,-38.0843008,-8.019272,NA,NA
2603454,260345,CAMARAGIBE,PE,-34.9784748,-8.0239216,RM Recife,NA
2603504,260350,CAMOCIM DE SAO FELIX,PE,-35.7734398,-8.3455174,NA,NA
2603603,260360,CAMUTANGA,PE,-35.2748902,-7.408713,NA,NA
2603702,260370,CANHOTINHO,PE,-36.1545404,-8.8854391,NA,NA
2603801,260380,CAPOEIRAS,PE,-36.5877948,-8.6899641,NA,NA
2603900,260390,CARNAIBA,PE,-37.7944521,-7.8044198,NA,NA
2603926,260392,CARNAUBEIRA DA PENHA,PE,-38.7368187,-8.3920797,NA,NA
2604007,260400,CARPINA,PE,-35.3246769,-7.7935059,NA,NA
2604106,260410,CARUARU,PE,-35.9701874,-8.2849639,NA,NA
2604155,260415,CASINHAS,PE,-35.7188463,-7.7557907,NA,NA
2604205,260420,CATENDE,PE,-35.7188463,-8.6741659,NA,NA
2604304,260430,CEDRO,PE,-39.2379876,-7.7198011,NA,NA
2604403,260440,CHA DE ALEGRIA,PE,-35.2258365,-7.9957435,NA,NA
2604502,260450,CHA GRANDE,PE,-35.4613869,-8.2392125,NA,NA
2604601,260460,CONDADO,PE,-35.1007543,-7.5857564,NA,NA
2604700,260470,CORRENTES,PE,-36.3281377,-9.1247703,NA,NA
2604809,260480,CORTES,PE,-35.5329497,-8.4257032,NA,NA
2604908,260490,CUMARU,PE,-35.69607,-8.0086825,NA,NA
2605004,260500,CUPIRA,PE,-35.9516053,-8.6110528,NA,NA
2605103,260510,CUSTODIA,PE,-37.681228,-8.1884178,NA,NA
2605152,260515,DORMENTES,PE,-40.5533995,-8.456224,NA,NA
2605202,260520,ESCADA,PE,-35.2243997,-8.3571351,NA,NA
2605301,260530,EXU,PE,-39.734338,-7.4373768,NA,NA
2605400,260540,FEIRA NOVA,PE,-35.3873425,-7.9498937,NA,NA
2605459,260545,FERNANDO DE NORONHA,PE,-32.4268917,-3.8447976,NA,NA
2605509,260550,FERREIROS,PE,-35.2445883,-7.4491673,NA,NA
2605608,260560,FLORES,PE,-37.8936663,-7.9147673,NA,NA
2605707,260570,FLORESTA,PE,-38.5743503,-8.5969261,NA,NA
2605806,260580,FREI MIGUELINHO,PE,-35.9116066,-7.9395933,NA,NA
2605905,260590,GAMELEIRA,PE,-35.4124355,-8.5955522,NA,NA
2606002,260600,GARANHUNS,PE,-36.4968966,-8.8828551,NA,NA
2606101,260610,GLORIA DO GOITA,PE,-35.2947008,-7.9995755,NA,NA
2606200,260620,GOIANA,PE,-35.0131428,-7.5630149,NA,NA
2606309,260630,GRANITO,PE,-39.6930912,-7.7546999,NA,NA
2606408,260640,GRAVATA,PE,-35.5677787,-8.2116007,NA,NA
2606507,260650,IATI,PE,-36.8476268,-9.0432435,NA,NA
2606606,260660,IBIMIRIM,PE,-37.5534526,-8.5273221,NA,NA
2606705,260670,IBIRAJUBA,PE,-36.178046,-8.5793096,NA,NA
2606804,260680,IGARASSU,PE,-34.9016204,-7.8292242,RM Recife,NA
2606903,260690,IGUARACI,PE,-37.4254444,-7.8565391,NA,NA
2607000,260700,INAJA,PE,-37.8936663,-8.7778988,NA,NA
2607109,260710,INGAZEIRA,PE,-37.4254444,-7.7132994,NA,NA
2607208,260720,IPOJUCA,PE,-35.0125535,-8.5570521,RM Recife,NA
2607307,260730,IPUBI,PE,-40.1862129,-7.5613556,NA,NA
2607406,260740,ITACURUBA,PE,-38.7158702,-8.7342448,NA,NA
2607505,260750,ITAIBA,PE,-37.4211627,-8.9469596,NA,NA
2607604,260760,ILHA DE ITAMARACA,PE,-34.8306327,-7.7480776,RM Recife,NA
2607653,260765,ITAMBE,PE,-35.1101303,-7.411067,NA,NA
2607703,260770,ITAPETIM,PE,-37.1472998,-7.4015507,NA,NA
2607752,260775,ITAPISSUMA,PE,-34.917581,-7.7493145,RM Recife,NA
2607802,260780,ITAQUITINGA,PE,-35.1009135,-7.6680214,NA,NA
2607901,260790,JABOATAO DOS GUARARAPES,PE,-34.9370588,-8.1693806,RM Recife,NA
2607950,260795,JAQUEIRA,PE,-35.8061779,-8.7387785,NA,NA
2608008,260800,JATAUBA,PE,-36.5661908,-8.0898475,NA,NA
2608057,260805,JATOBA,PE,-38.2672681,-9.1842079,NA,NA
2608107,260810,JOAO ALFREDO,PE,-35.5905769,-7.8610009,NA,NA
2608206,260820,JOAQUIM NABUCO,PE,-35.5438967,-8.6187498,NA,NA
2608255,260825,JUCATI,PE,-36.4580775,-8.7410774,NA,NA
2608305,260830,JUPI,PE,-36.4039629,-8.719493,NA,NA
2608404,260840,JUREMA,PE,-36.1545404,-8.7377479,NA,NA
2608453,260845,LAGOA DO CARRO,PE,-35.3111488,-7.844221,NA,NA
2608503,260850,LAGOA DE ITAENGA,PE,-35.2920979,-7.934176,NA,NA
2608602,260860,LAGOA DO OURO,PE,-36.4580775,-9.1467724,NA,NA
2608701,260870,LAGOA DOS GATOS,PE,-35.9042986,-8.6606223,NA,NA
2608750,260875,LAGOA GRANDE,PE,-40.2719767,-8.9930201,RIDE Petrolina/Juazeiro Região Administrativa Integrada de Desenvolvimento do Polo Petrolina/PE e Juazeiro/BA,NA
2608800,260880,LAJEDO,PE,-36.3296958,-8.6583444,NA,NA
2608909,260890,LIMOEIRO,PE,-35.4405946,-7.8729849,NA,NA
2609006,260900,MACAPARANA,PE,-35.4562795,-7.5255182,NA,NA
2609105,260910,MACHADOS,PE,-35.5091764,-7.6872151,NA,NA
2609154,260915,MANARI,PE,-37.6316378,-8.9653217,NA,NA
2609204,260920,MARAIAL,PE,-35.812397,-8.7829014,NA,NA
2609303,260930,MIRANDIBA,PE,-38.728457,-8.1215527,NA,NA
2609402,260940,MORENO,PE,-35.0838562,-8.1091223,RM Recife,NA
2609501,260950,NAZARE DA MATA,PE,-35.2280343,-7.7427496,NA,NA
2609600,260960,OLINDA,PE,-34.841629,-7.9908056,RM Recife,NA
2609709,260970,OROBO,PE,-35.603719,-7.7481295,NA,NA
2609808,260980,OROCO,PE,-39.6032165,-8.6132136,RIDE Petrolina/Juazeiro Região Administrativa Integrada de Desenvolvimento do Polo Petrolina/PE e Juazeiro/BA,NA
2609907,260990,OURICURI,PE,-40.0810267,-7.8808775,NA,NA
2610004,261000,PALMARES,PE,-35.5821519,-8.6764828,NA,NA
2610103,261010,PALMEIRINA,PE,-36.2847751,-9.0186912,NA,NA
2610202,261020,PANELAS,PE,-36.0458437,-8.6574023,NA,NA
2610301,261030,PARANATAMA,PE,-36.6552385,-8.9191719,NA,NA
2610400,261040,PARNAMIRIM,PE,-39.5793432,-8.0891137,NA,NA
2610509,261050,PASSIRA,PE,-35.5438967,-8.0288584,NA,NA
2610608,261060,PAUDALHO,PE,-35.1719495,-7.9032766,NA,NA
2610707,261070,PAULISTA,PE,-34.8207597,-7.9181902,RM Recife,NA
2610806,261080,PEDRA,PE,-36.9433618,-8.4979192,NA,NA
2610905,261090,PESQUEIRA,PE,-36.7388486,-8.3627277,NA,NA
2611002,261100,PETROLANDIA,PE,-38.2215925,-8.9618969,NA,NA
2611101,261110,PETROLINA,PE,-40.5079029,-9.383509,RIDE Petrolina/Juazeiro Região Administrativa Integrada de Desenvolvimento do Polo Petrolina/PE e Juazeiro/BA,NA
2611200,261120,POCAO,PE,-36.7172882,-8.2376281,NA,NA
2611309,261130,POMBOS,PE,-35.4124355,-8.1153684,NA,NA
2611408,261140,PRIMAVERA,PE,-35.379537,-8.3306477,NA,NA
2611507,261150,QUIPAPA,PE,-36.0240861,-8.8259569,NA,NA
2611533,261153,QUIXABA,PE,-37.8300034,-7.7253215,NA,NA
2611606,261160,RECIFE,PE,-34.8769643,-8.0475622,RM Recife,1
2611705,261170,RIACHO DAS ALMAS,PE,-35.8545858,-8.1358431,NA,NA
2611804,261180,RIBEIRAO,PE,-35.3747515,-8.5135139,NA,NA
2611903,261190,RIO FORMOSO,PE,-35.148879,-8.6975868,NA,NA
2612000,261200,SAIRE,PE,-35.6751446,-8.3096449,NA,NA
2612109,261210,SALGADINHO,PE,-35.5876697,-7.9146178,NA,NA
2612208,261220,SALGUEIRO,PE,-39.1268089,-8.0725066,NA,NA
2612307,261230,SALOA,PE,-36.6894342,-8.9735843,NA,NA
2612406,261240,SANHARO,PE,-36.5445805,-8.3652872,NA,NA
2612455,261245,SANTA CRUZ,PE,-40.2680075,-8.3165281,NA,NA
2612471,261247,SANTA CRUZ DA BAIXA VERDE,PE,-38.1794179,-7.857664,NA,NA
2612505,261250,SANTA CRUZ DO CAPIBARIBE,PE,-36.2064182,-7.9484331,NA,NA
2612554,261255,SANTA FILOMENA,PE,-40.5940565,-8.2072885,NA,NA
2612604,261260,SANTA MARIA DA BOA VISTA,PE,-39.8270828,-8.7996863,RIDE Petrolina/Juazeiro Região Administrativa Integrada de Desenvolvimento do Polo Petrolina/PE e Juazeiro/BA,NA
2612703,261270,SANTA MARIA DO CAMBUCA,PE,-35.8825144,-7.8219417,NA,NA
2612802,261280,SANTA TEREZINHA,PE,-37.4790651,-7.3772,NA,NA
2612901,261290,SAO BENEDITO DO SUL,PE,-35.8934136,-8.8033119,NA,NA
2613008,261300,SAO BENTO DO UNA,PE,-36.4431999,-8.5236306,NA,NA
2613107,261310,SAO CAITANO,PE,-36.1328132,-8.2806978,NA,NA
2613206,261320,SAO JOAO,PE,-36.3661891,-8.8752206,NA,NA
2613305,261330,SAO JOAQUIM DO MONTE,PE,-35.8498078,-8.4387837,NA,NA
2613404,261340,SAO JOSE DA COROA GRANDE,PE,-35.1515042,-8.8898214,NA,NA
2613503,261350,SAO JOSE DO BELMONTE,PE,-38.760166,-7.8654954,NA,NA
2613602,261360,SAO JOSE DO EGITO,PE,-37.2746574,-7.4686612,NA,NA
2613701,261370,SAO LOURENCO DA MATA,PE,-35.0221895,-8.0075658,RM Recife,NA
2613800,261380,SAO VICENTE FERRER,PE,-35.489147,-7.6044277,NA,NA
2613909,261390,SERRA TALHADA,PE,-38.2893787,-7.9821907,NA,NA
2614006,261400,SERRITA,PE,-39.4035876,-7.7517288,NA,NA
2614105,261410,SERTANIA,PE,-37.269356,-8.0751481,NA,NA
2614204,261420,SIRINHAEM,PE,-35.1186262,-8.5914352,NA,NA
2614303,261430,MOREILANDIA,PE,-39.4450281,-7.5726187,NA,NA
2614402,261440,SOLIDAO,PE,-37.6173695,-7.6045994,NA,NA
2614501,261450,SURUBIM,PE,-35.7570657,-7.8478439,NA,NA
2614600,261460,TABIRA,PE,-37.5381606,-7.5846909,NA,NA
2614709,261470,TACAIMBO,PE,-36.2847751,-8.3563005,NA,NA
2614808,261480,TACARATU,PE,-38.1054495,-8.9338421,NA,NA
2614857,261485,TAMANDARE,PE,-35.1050712,-8.7578663,NA,NA
2615003,261500,TAQUARITINGA DO NORTE,PE,-36.1328132,-7.8428746,NA,NA
2615102,261510,TEREZINHA,PE,-36.6309842,-9.0897731,NA,NA
2615201,261520,TERRA NOVA,PE,-39.3621196,-8.1426618,NA,NA
2615300,261530,TIMBAUBA,PE,-35.3168703,-7.512005,NA,NA
2615409,261540,TORITAMA,PE,-36.0512821,-8.0012028,NA,NA
2615508,261550,TRACUNHAEM,PE,-35.1598773,-7.7633069,NA,NA
2615607,261560,TRINDADE,PE,-40.2884386,-7.740099,NA,NA
2615706,261570,TRIUNFO,PE,-38.0419836,-7.8455699,NA,NA
2615805,261580,TUPANATINGA,PE,-37.3185938,-8.7173747,NA,NA
2615904,261590,TUPARETAMA,PE,-37.3185938,-7.6704647,NA,NA
2616001,261600,VENTUROSA,PE,-36.8749487,-8.5763936,NA,NA
2616100,261610,VERDEJANTE,PE,-39.0085346,-7.9887167,NA,NA
2616183,261618,VERTENTE DO LERIO,PE,-35.8061779,-7.783813,NA,NA
2616209,261620,VERTENTES,PE,-35.9875739,-7.9035681,NA,NA
2616308,261630,VICENCIA,PE,-35.3224315,-7.6582395,NA,NA
2616407,261640,VITORIA DE SANTO ANTAO,PE,-35.2979382,-8.1286072,NA,NA
2616506,261650,XEXEU,PE,-35.6642155,-8.8376079,NA,NA
2700102,270010,AGUA BRANCA,AL,-37.9148742,-9.2661404,RM do Sertão,NA
2700201,270020,ANADIA,AL,-36.3064595,-9.6665892,RM do Vale do Paraíba,NA
2700300,270030,ARAPIRACA,AL,-36.6639577,-9.755588,RM Agreste,NA
2700409,270040,ATALAIA,AL,-36.1328132,-9.5381405,RM Maceió,NA
2700508,270050,BARRA DE SANTO ANTONIO,AL,-35.5548422,-9.372019,RM Maceió,NA
2700607,270060,BARRA DE SAO MIGUEL,AL,-35.9478869,-9.8132217,RM Maceió,NA
2700706,270070,BATALHA,AL,-37.0829593,-9.71937,NA,NA
2700805,270080,BELEM,AL,-36.4905278,-9.5417643,RM de Palmeira dos Índios,NA
2700904,270090,BELO MONTE,AL,-37.1901616,-9.835561,NA,NA
2701001,270100,BOCA DA MATA,AL,-36.2130918,-9.6438379,RM do Vale do Paraíba,NA
2701100,270110,BRANQUINHA,AL,-36.012381,-9.2413271,RM da Zona da Mata,NA
2701209,270120,CACIMBINHAS,AL,-36.9111057,-9.4443986,RM de Palmeira dos Índios,NA
2701308,270130,CAJUEIRO,AL,-36.1545404,-9.367769,RM do Vale do Paraíba,NA
2701357,270135,CAMPESTRE,AL,-35.5548422,-8.8866917,RM da Zona da Mata,NA
2701407,270140,CAMPO ALEGRE,AL,-36.3507729,-9.7831304,RM de Caetés,NA
2701506,270150,CAMPO GRANDE,AL,-36.7604027,-9.9647781,RM Agreste,NA
2701605,270160,CANAPI,AL,-37.603662,-9.1160769,NA,NA
2701704,270170,CAPELA,AL,-36.0810062,-9.4106241,RM do Vale do Paraíba,NA
2701803,270180,CARNEIROS,AL,-37.3720392,-9.4708414,RM do Médio Sertão,NA
2701902,270190,CHA PRETA,AL,-36.2847751,-9.2410177,RM do Vale do Paraíba,NA
2702009,270200,COITE DO NOIA,AL,-36.580987,-9.6325521,RM Agreste,NA
2702108,270210,COLONIA LEOPOLDINA,AL,-35.7205629,-8.9137826,RM da Zona da Mata,NA
2702207,270220,COQUEIRO SECO,AL,-35.7952667,-9.6438854,RM Maceió,NA
2702306,270230,CORURIPE,AL,-36.1761522,-10.1250022,RM de Caetés,NA
2702355,270235,CRAIBAS,AL,-36.8034921,-9.6243327,RM Agreste,NA
2702405,270240,DELMIRO GOUVEIA,AL,-37.998877,-9.3859509,RM do Sertão,NA
2702504,270250,DOIS RIACHOS,AL,-37.0614998,-9.3707274,RM do Médio Sertão,NA
2702553,270255,ESTRELA DE ALAGOAS,AL,-36.7599301,-9.3905138,RM de Palmeira dos Índios,NA
2702603,270260,FEIRA GRANDE,AL,-36.6768272,-9.8989058,RM Agreste,NA
2702702,270270,FELIZ DESERTO,AL,-36.3281377,-10.28267,RM São Francisco,NA
2702801,270280,FLEXEIRAS,AL,-35.7244146,-9.2750031,RM da Zona da Mata,NA
2702900,270290,GIRAU DO PONCIANO,AL,-36.8250274,-9.8261254,RM Agreste,NA
2703007,270300,IBATEGUARA,AL,-35.8934136,-8.9515557,RM da Zona da Mata,NA
2703106,270310,IGACI,AL,-36.6741487,-9.5287917,RM de Palmeira dos Índios,NA
2703205,270320,IGREJA NOVA,AL,-36.6618049,-10.1235243,RM São Francisco,NA
2703304,270330,INHAPI,AL,-37.681228,-9.2766863,RM do Sertão,NA
2703403,270340,JACARE DOS HOMENS,AL,-37.2222912,-9.6555769,NA,NA
2703502,270350,JACUIPE,AL,-35.4562795,-8.8881214,RM da Zona da Mata,NA
2703601,270360,JAPARATINGA,AL,-35.2580917,-9.089797,NA,NA
2703700,270370,JARAMATAIA,AL,-36.9863415,-9.6480526,RM Agreste,NA
2703759,270375,JEQUIA DA PRAIA,AL,-36.11108,-9.8964713,NA,NA
2703809,270380,JOAQUIM GOMES,AL,-35.7625241,-9.0776725,RM da Zona da Mata,NA
2703908,270390,JUNDIA,AL,-35.5438967,-8.9530184,RM da Zona da Mata,NA
2704005,270400,JUNQUEIRO,AL,-36.4580775,-9.853429,RM Agreste,NA
2704104,270410,LAGOA DA CANOA,AL,-36.7172882,-9.8210373,RM Agreste,NA
2704203,270420,LIMOEIRO DE ANADIA,AL,-36.4580775,-9.7413641,RM Agreste,NA
2704302,270430,MACEIO,AL,-35.7089492,-9.6498487,RM Maceió,1
2704401,270440,MAJOR ISIDORO,AL,-37.0185617,-9.5237236,RM de Palmeira dos Índios,NA
